@relation ionosphere

@attribute var_0000 real
@attribute var_0001 real
@attribute var_0002 real
@attribute var_0003 real
@attribute var_0004 real
@attribute var_0005 real
@attribute var_0006 real
@attribute var_0007 real
@attribute var_0008 real
@attribute var_0009 real
@attribute var_0010 real
@attribute var_0011 real
@attribute var_0012 real
@attribute var_0013 real
@attribute var_0014 real
@attribute var_0015 real
@attribute var_0016 real
@attribute var_0017 real
@attribute var_0018 real
@attribute var_0019 real
@attribute var_0020 real
@attribute var_0021 real
@attribute var_0022 real
@attribute var_0023 real
@attribute var_0024 real
@attribute var_0025 real
@attribute var_0026 real
@attribute var_0027 real
@attribute var_0028 real
@attribute var_0029 real
@attribute var_0030 real
@attribute var_0031 real
@attribute class {0, 1}

@data
0.84722, 0.694445, 0.5, 0.5, 0.335315, 0.849205, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.603175, 0.37897, 0.60516, 0.59722, 0.732145, 0.890875, 0.5, 0.5, 0.5, 0.5, 0.867065, 0.636905, 0.88095, 0.81746, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
1.0, 0.52535, 1.0, 0.554135, 1.0, 0.59749, 1.0, 0.642265, 1.0, 0.67413, 1.0, 0.691305, 0.972875, 0.714405, 0.94563, 0.751955, 0.87953, 0.794005, 0.90322, 0.79981, 0.89789, 0.81379, 0.833215, 0.81971, 0.797085, 0.847175, 0.74769, 0.86342, 0.735135, 0.858445, 0.666905, 0.876215, 0
1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 1
1.0, 0.52039, 1.0, 0.55991, 1.0, 0.580795, 1.0, 0.639605, 0.993515, 0.654445, 0.963725, 0.688195, 0.95559, 0.698745, 0.909695, 0.730295, 0.893095, 0.73497, 0.897, 0.78141, 0.851655, 0.790645, 0.835385, 0.798615, 0.794515, 0.80495, 0.76976, 0.80466, 0.72656, 0.81818, 0.70221, 0.81329, 0
1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1
1.0, 0.62084, 1.0, 0.74295, 1.0, 0.864865, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.88564, 1.0, 1.0, 1.0, 1.0, 0.87234, 1.0, 0.948235, 1.0, 0.82314, 1.0, 0.691275, 1.0, 0.554095, 1.0, 0.41315, 1.0, 0.093085, 1.0, 0
1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1
1.0, 0.46698, 1.0, 0.814685, 1.0, 0.547785, 1.0, 0.6014, 1.0, 0.0, 1.0, 0.297205, 1.0, 0.420745, 1.0, 0.524475, 1.0, 0.19231, 1.0, 0.367135, 1.0, 0.0, 1.0, 0.20979, 1.0, 0.09314, 1.0, 0.0, 1.0, 0.107225, 1.0, 0.25874, 0
1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1
0.961385, 0.53902, 0.963395, 0.581255, 0.94851, 0.62309, 0.920555, 0.675985, 0.894005, 0.71098, 0.85358, 0.734915, 0.85398, 0.78238, 0.802295, 0.821, 0.756235, 0.82462, 0.699515, 0.834875, 0.67116, 0.841715, 0.618465, 0.88073, 0.593825, 0.869425, 0.54847, 0.85519, 0.513675, 0.88536, 0.479885, 0.847545, 0
0.84099, 0.41343, 0.91166, 0.60954, 0.733215, 0.66431, 0.628975, 0.79152, 1.0, 0.42403, 0.5053, 0.722615, 0.5053, 0.694345, 0.593405, 0.70584, 0.552835, 0.681765, 0.521625, 0.653725, 0.499585, 0.62468, 0.48569, 0.597025, 0.47843, 0.572405, 0.476105, 0.551745, 0.477075, 0.53532, 0.479935, 0.52293, 1
0.87426, 0.485945, 0.8284, 0.47411, 0.903105, 0.514055, 0.929735, 0.512575, 0.81731, 0.54364, 0.85799, 0.5392, 0.865385, 0.52589, 0.89275, 0.360945, 0.82988, 0.492605, 0.89349, 0.534765, 0.673075, 0.406805, 0.826925, 0.514055, 0.805045, 0.466815, 0.76775, 0.39423, 0.79512, 0.429735, 0.781805, 0.514795, 0
0.695895, 0.468285, 0.98732, 0.52164, 1.0, 1.0, 0.679105, 0.576495, 0.77239, 0.5653, 0.807835, 0.08955, 0.78918, 0.83955, 0.833955, 0.44776, 0.73321, 0.442165, 0.82787, 0.57396, 0.916045, 0.72761, 0.735075, 0.58209, 0.746545, 0.57315, 0.662315, 0.48694, 0.69559, 0.567605, 0.672055, 0.563775, 1
0.837735, 0.52264, 0.884905, 0.44717, 0.88679, 0.51887, 0.83019, 0.47736, 0.82264, 0.50566, 0.83396, 0.43019, 0.860375, 0.48868, 0.884905, 0.543395, 0.809435, 0.460375, 0.879245, 0.38113, 0.86981, 0.426415, 0.92453, 0.42453, 0.86943, 0.470995, 0.83396, 0.51132, 0.932075, 0.51887, 0.86604, 0.503775, 0
0.863635, 0.475, 0.946205, 0.51731, 1.0, 0.863635, 0.83182, 0.470455, 0.74091, 0.41591, 0.909045, 0.547795, 0.78409, 1.0, 0.752275, 0.60909, 0.83409, 0.55, 1.0, 0.35, 0.99318, 0.0, 0.786365, 0.663635, 0.78491, 0.573365, 0.711365, 0.54091, 0.744635, 0.573215, 1.0, 1.0, 1
0.788235, 0.492155, 0.70196, 0.5, 0.692155, 0.564705, 0.7, 0.47059, 0.782355, 0.57059, 0.733335, 0.541175, 0.762745, 0.47255, 0.790195, 0.507845, 0.75098, 0.5, 0.72941, 0.533335, 0.790195, 0.541175, 0.74902, 0.50196, 0.743005, 0.550195, 0.731375, 0.541175, 0.72549, 0.617645, 0.715685, 0.586275, 0
0.70966, 0.56241, 0.675, 0.5625, 0.61591, 0.639775, 0.48182, 0.72159, 0.522585, 0.68097, 0.404545, 0.66818, 0.43325, 0.63661, 0.513635, 0.702275, 0.326135, 0.563635, 0.39986, 0.52539, 0.40682, 0.68182, 0.429985, 0.47599, 0.450145, 0.46443, 0.0, 0.0, 0.48542, 0.46268, 0.49737, 0.46843, 1
0.941525, 0.39002, 1.0, 0.681865, 0.912015, 0.59603, 0.92543, 0.529505, 0.95279, 0.47854, 0.925965, 0.625, 0.889485, 0.62661, 0.84603, 0.7897, 0.85515, 0.69528, 0.86588, 0.637875, 1.0, 0.674355, 0.7838, 0.760195, 0.849055, 0.766175, 0.904505, 0.79292, 0.71513, 0.854615, 0.761805, 0.770925, 0
0.922785, 0.4571, 0.341275, 0.097235, 0.455195, 0.217825, 0.90324, 0.52288, 0.94757, 0.496185, 0.40753, 0.81983, 0.399905, 0.159675, 0.928505, 0.44328, 0.889895, 0.421355, 0.465205, 0.75405, 0.32936, 0.90467, 0.89466, 0.48141, 0.85441, 0.37356, 0.88942, 0.429455, 0.39323, 0.10915, 0.40753, 0.200665, 1
0.85435, 0.376085, 0.82174, 0.52174, 0.726085, 0.691305, 0.826085, 0.591305, 0.75, 0.634785, 0.78913, 0.384785, 0.752175, 0.68913, 0.69348, 0.286955, 0.680435, 0.369565, 0.634785, 0.558695, 0.76623, 0.480775, 0.65652, 0.43913, 0.74965, 0.47868, 0.74174, 0.47776, 0.82174, 0.373915, 0.752175, 0.573915, 0
0.2291, 0.574305, 0.33127, 0.866875, 0.76006, 0.43034, 0.659445, 0.465945, 0.603715, 0.42415, 0.73684, 0.54489, 0.781735, 0.4226, 0.582045, 0.726005, 0.66873, 0.51703, 0.75232, 0.535605, 0.181115, 0.19195, 1.0, 0.828175, 0.70674, 0.29942, 0.42415, 0.55573, 0.511995, 0.7791, 0.76316, 0.45511, 1
0.64601, 0.56791, 0.726655, 0.58404, 0.758915, 0.497455, 0.76316, 0.604415, 0.76231, 0.41681, 0.73684, 0.47623, 0.77759, 0.519525, 0.90832, 0.387945, 0.712225, 0.47878, 0.674875, 0.533105, 0.640915, 0.395585, 0.758655, 0.48412, 0.751845, 0.483245, 0.673175, 0.549235, 0.85399, 0.49066, 0.697795, 0.48387, 0
0.895785, 0.584255, 0.5, 0.5, 0.782705, 0.53437, 0.69734, 1.0, 0.691795, 0.997785, 0.487805, 0.766075, 0.618625, 0.5643, 0.486695, 0.97561, 0.24501, 0.92461, 0.449, 0.694015, 0.28714, 0.618625, 0.04213, 0.90355, 0.32927, 0.94124, 0.0, 0.847005, 0.0, 0.5643, 0.5, 0.5, 1
0.95058, 0.583035, 0.896495, 0.686895, 0.86495, 0.752575, 0.79892, 0.864985, 0.721515, 0.90576, 0.62206, 0.937465, 0.53219, 0.92519, 0.436945, 0.93698, 0.356305, 0.898085, 0.266825, 0.82962, 0.214325, 0.769025, 0.159205, 0.699755, 0.14078, 0.629175, 0.138155, 0.55609, 0.142625, 0.472375, 0.161505, 0.40048, 0
0.98857, 0.595245, 0.913415, 0.731295, 0.858855, 0.79366, 0.73984, 0.92139, 0.657045, 0.963215, 0.551445, 0.969725, 0.43373, 0.92145, 0.3399, 0.95812, 0.239275, 0.897625, 0.15863, 0.74754, 0.11296, 0.667685, 0.07312, 0.589245, 0.08343, 0.49321, 0.08817, 0.403395, 0.163555, 0.33169, 0.200285, 0.2515, 0
0.0, 0.0, 0.5, 0.5, 0.75407, 0.10749, 0.80293, 0.664495, 0.0, 0.29316, 0.5, 0.5, 0.5, 0.5, 1.0, 0.36645, 0.68241, 0.18241, 0.98534, 0.0, 0.0, 0.0, 1.0, 0.201955, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 1
0.87042, 0.52487, 0.89537, 0.512715, 0.892875, 0.518965, 0.83115, 0.54974, 0.839005, 0.65576, 0.87967, 0.53674, 0.873475, 0.54221, 0.853405, 0.460735, 0.818065, 0.5, 0.850105, 0.556775, 0.840915, 0.560925, 0.83508, 0.577225, 0.82079, 0.56804, 0.828535, 0.587695, 0.798795, 0.573485, 0.787275, 0.57557, 0
1.0, 0.0, 0.5, 0.5, 0.889705, 0.003675, 0.90441, 0.775735, 0.29044, 0.025735, 0.5, 0.5, 0.5, 0.5, 0.860295, 0.11397, 0.867645, 0.19853, 0.5, 0.5, 0.59191, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.5, 0.5, 1
1.0, 0.508545, 0.981075, 0.48429, 1.0, 0.48282, 1.0, 0.474645, 0.99513, 0.46454, 0.995865, 0.45499, 1.0, 0.421365, 1.0, 0.428715, 0.99155, 0.440935, 1.0, 0.407405, 1.0, 0.40364, 0.994855, 0.389585, 0.98245, 0.398785, 0.972995, 0.414385, 0.98218, 0.387195, 0.935055, 0.38352, 0
0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
0.97852, 0.439525, 0.81659, 0.43655, 0.981825, 0.40879, 0.98513, 0.5423, 0.960015, 0.49438, 0.917715, 0.376405, 1.0, 0.343025, 0.996365, 0.39392, 0.99339, 0.39491, 1.0, 0.364175, 0.96563, 0.30271, 1.0, 0.403835, 0.943965, 0.342175, 0.90714, 0.38136, 0.945475, 0.340715, 0.847655, 0.292135, 0
0.642045, 0.34091, 0.5, 0.5, 0.84091, 0.0, 0.65341, 0.979165, 0.82197, 0.532195, 0.67424, 0.07576, 0.5, 0.5, 0.795455, 0.320075, 0.72538, 0.09659, 0.5, 0.5, 0.5, 0.5, 0.62121, 0.589015, 1.0, 0.38068, 0.530305, 0.257575, 0.58144, 0.14962, 0.5, 0.5, 1
0.97245, 0.253445, 1.0, 0.48154, 0.99449, 0.06474, 0.950415, 0.83471, 1.0, 0.44948, 1.0, 0.437535, 1.0, 0.424915, 1.0, 0.411595, 1.0, 0.397545, 1.0, 0.38274, 1.0, 0.367145, 1.0, 0.35074, 1.0, 0.33348, 1.0, 0.315345, 1.0, 0.2963, 1.0, 0.276305, 0
0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.810975, 1.0, 0.5, 0.5, 0.5, 0.5, 0.682925, 0.140245, 0.78049, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.55488, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
0.997245, 0.50263, 0.92041, 0.443435, 0.941185, 0.417845, 0.995305, 0.468715, 0.98242, 0.46252, 0.926105, 0.51483, 0.935805, 0.39576, 0.969405, 0.435115, 0.99149, 0.455325, 0.94938, 0.500375, 0.93918, 0.47059, 0.96684, 0.40064, 0.937895, 0.41097, 0.97147, 0.417095, 0.901265, 0.371295, 0.88293, 0.36103, 0
0.550675, 0.554055, 0.5, 0.5, 0.5, 0.5, 0.77365, 0.91216, 0.655405, 1.0, 0.5, 0.5, 0.5, 0.5, 0.68581, 0.0, 0.66554, 0.0, 0.5, 0.5, 0.5, 0.5, 0.28716, 0.0, 1.0, 0.0, 0.777025, 0.381755, 0.5, 0.5, 0.5, 0.5, 1
1.0, 0.21388, 0.99575, 0.133145, 0.94759, 0.01275, 1.0, 0.32091, 1.0, 0.383855, 0.81445, 0.06799, 1.0, 0.212325, 1.0, 0.101985, 0.883855, 0.05524, 0.983005, 0.0, 0.8506, 0.12552, 0.80973, 0.11548, 0.768885, 0.11007, 0.9051, 0.0, 1.0, 0.0, 0.652225, 0.11944, 0
0.829545, 0.185605, 0.5, 0.5, 0.5, 0.5, 0.886365, 1.0, 1.0, 0.35985, 0.5, 0.5, 0.5, 0.5, 0.810605, 0.386365, 0.920455, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.030305, 0.435605, 0.03409, 0.5, 0.5, 0.5, 0.5, 1
0.93142, 0.59655, 0.9046, 0.705745, 0.836015, 0.778925, 0.772795, 0.84981, 0.683525, 0.907665, 0.598085, 0.928355, 0.479695, 0.93142, 0.413795, 0.878925, 0.3295, 0.828735, 0.259005, 0.78046, 0.19885, 0.70498, 0.20383, 0.628735, 0.18481, 0.54409, 0.213795, 0.46092, 0.22567, 0.400385, 0.28544, 0.34023, 0
0.71, 0.195, 0.5, 0.5, 1.0, 0.0, 0.95, 1.0, 0.715, 0.82, 0.5, 0.5, 0.5, 0.5, 0.835, 0.355, 0.92, 0.0, 0.5, 0.5, 0.5, 0.5, 0.605, 0.84, 1.0, 0.61, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
1.0, 0.616975, 0.95702, 0.760065, 0.8901, 0.86072, 0.7383, 0.92111, 0.638195, 0.95865, 0.547335, 0.94124, 0.3901, 0.95702, 0.32916, 0.877585, 0.2432, 0.822635, 0.177365, 0.72307, 0.12949, 0.64581, 0.14581, 0.517955, 0.141345, 0.440285, 0.17519, 0.359085, 0.243745, 0.277475, 0.31284, 0.233405, 0
0.956765, 0.90793, 0.135135, 1.0, 0.30267, 0.778675, 0.527025, 0.64865, 0.407005, 0.448795, 0.48421, 0.45515, 0.507005, 0.482985, 0.50554, 0.497315, 0.50171, 0.500485, 0.50024, 0.500375, 0.499985, 0.500095, 0.499985, 0.50001, 0.499995, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1
0.607145, 0.45238, 0.666665, 0.535715, 0.59524, 0.59524, 0.61905, 0.54762, 0.70238, 0.511905, 0.65476, 0.47619, 0.65476, 0.47619, 0.642855, 0.440475, 0.666665, 0.52381, 0.65476, 0.5, 0.607145, 0.440475, 0.67857, 0.47619, 0.610545, 0.48855, 0.59524, 0.5, 0.584985, 0.48983, 0.57347, 0.490615, 0
1.0, 0.42623, 1.0, 0.52459, 0.786885, 0.491805, 0.82787, 0.508195, 0.92623, 0.483605, 0.860655, 0.5, 0.84426, 0.418035, 0.59836, 0.42623, 0.82779, 0.41412, 0.836065, 0.516395, 1.0, 0.35246, 0.65574, 0.32787, 0.761925, 0.398375, 0.663935, 0.483605, 0.639345, 0.27869, 0.7459, 0.467215, 1
0.99091, 0.5, 0.943135, 0.515655, 0.931245, 0.52286, 0.9, 0.5, 0.845455, 0.522725, 0.896715, 0.54218, 0.88559, 0.547895, 0.813635, 0.627275, 0.84091, 0.563635, 0.85337, 0.56304, 0.84302, 0.567465, 0.872725, 0.613635, 0.822905, 0.57544, 0.836365, 0.513635, 0.803575, 0.582325, 0.7942, 0.585385, 0
0.69643, 0.761905, 0.10588, 0.55671, 0.41686, 0.11811, 0.833335, 0.50595, 0.910715, 0.70238, 0.16385, 0.653645, 0.326015, 0.18166, 0.732145, 0.57738, 0.77381, 0.52976, 0.24085, 0.724805, 0.261745, 0.26203, 0.660715, 0.85119, 0.759855, 0.69424, 0.785715, 0.69643, 0.225545, 0.350425, 0.627205, 0.220815, 1
0.934445, 0.464445, 1.0, 0.48753, 1.0, 0.465555, 0.93889, 0.50111, 0.91778, 0.46778, 1.0, 0.463565, 1.0, 0.4, 0.934445, 0.526665, 0.94, 0.48111, 1.0, 0.44237, 1.0, 0.406665, 0.92222, 0.51778, 1.0, 0.42919, 0.91111, 0.426665, 1.0, 0.421955, 1.0, 0.27889, 0
0.71818, 0.436365, 0.79091, 0.427275, 0.59091, 0.163635, 0.672725, 0.48182, 0.645455, 0.472725, 0.645455, 0.645455, 0.68182, 0.29091, 0.6, 0.49091, 0.68182, 0.527275, 0.563635, 0.745455, 0.80909, 0.58182, 0.663635, 0.58182, 0.70549, 0.464865, 0.672725, 0.472725, 0.563635, 0.31818, 0.645455, 0.354545, 1
1.0, 0.037735, 1.0, 0.87736, 0.745285, 0.4717, 0.81132, 0.5, 1.0, 0.49973, 0.726415, 0.537735, 0.81132, 0.4717, 0.99439, 0.499575, 0.76415, 0.5, 0.76415, 0.537735, 0.97595, 0.49944, 1.0, 0.896225, 0.96096, 0.49936, 0.9717, 0.0, 1.0, 0.71698, 0.71698, 0.443395, 0
0.86905, 0.916665, 0.11905, 0.38095, 0.666665, 0.42857, 0.72619, 0.42857, 0.163575, 0.56404, 0.666665, 0.5, 0.642855, 0.464285, 0.30893, 0.755815, 0.61905, 0.511905, 0.72619, 0.52381, 0.583335, 0.36905, 0.213725, 0.44883, 0.624445, 0.244605, 1.0, 0.5, 0.166665, 0.47619, 0.63095, 0.511905, 1
0.71875, 0.520835, 0.791665, 0.447915, 0.697915, 0.5, 0.666665, 0.46875, 0.739585, 0.5, 0.645835, 0.552085, 0.770835, 0.510415, 0.71875, 0.385415, 0.677085, 0.385415, 0.666665, 0.541665, 0.625, 0.59375, 0.697915, 0.40625, 0.72006, 0.44968, 0.708335, 0.458335, 0.791665, 0.34375, 0.666665, 0.46875, 0
1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.73872, 0.05451, 0.24248, 0.727445, 0.022555, 0.642855, 0.82331, 1.0, 0.5, 0.5, 0.5, 0.5, 0.81015, 0.601505, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.5, 1
0.976085, 0.532975, 0.96807, 0.56515, 0.95498, 0.59576, 0.924405, 0.25019, 0.950115, 0.8066, 0.889685, 0.67164, 0.86127, 0.68994, 0.830725, 0.70422, 0.97736, 0.79931, 0.76629, 0.72044, 0.733865, 0.722555, 0.7022, 0.720995, 0.67187, 0.716105, 0.95165, 1.0, 0.617025, 0.6981, 0.59316, 0.685955, 0
0.7992, 0.70166, 0.914045, 0.902605, 0.880005, 0.853545, 0.92005, 0.44508, 0.986555, 0.539905, 0.97912, 0.071365, 0.95981, 0.94222, 0.97726, 0.47397, 0.943365, 0.590675, 0.99242, 0.15203, 0.93335, 0.071225, 0.64302, 0.349685, 1.0, 0.58538, 0.81479, 0.713385, 0.938785, 0.905035, 0.909895, 0.84411, 1
0.97941, 0.550645, 1.0, 0.49041, 0.991565, 0.512775, 0.98487, 0.45342, 0.994775, 0.48642, 0.9899, 0.48452, 1.0, 0.473285, 1.0, 0.474105, 0.9692, 0.507785, 0.9881, 0.45358, 0.989445, 0.47341, 0.957835, 0.421625, 0.978385, 0.465025, 0.95489, 0.506535, 1.0, 0.446015, 0.96572, 0.46556, 0
0.5, 0.5, 0.33164, 0.92694, 0.5, 0.5, 0.844345, 0.0, 0.98539, 0.656925, 0.36976, 0.20394, 0.348795, 0.827825, 0.970775, 0.581955, 0.5, 0.5, 0.5, 0.5, 0.409785, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.522235, 0.809405, 0.5, 0.5, 1
0.984665, 0.50438, 1.0, 0.504215, 0.99329, 0.496185, 0.98934, 0.48578, 0.9991, 0.48245, 1.0, 0.493645, 1.0, 0.487095, 1.0, 0.494125, 0.992425, 0.500125, 1.0, 0.48694, 1.0, 0.47628, 0.980095, 0.477365, 0.99594, 0.482635, 0.9851, 0.48761, 1.0, 0.480725, 0.9921, 0.47944, 0
0.5, 0.5, 0.994595, 0.386485, 0.594595, 0.472975, 0.5, 0.5, 0.966215, 0.536485, 1.0, 0.4, 1.0, 0.535135, 1.0, 0.443245, 0.5, 0.5, 1.0, 0.394595, 1.0, 0.29189, 0.5, 0.5, 1.0, 0.41216, 0.5, 0.5, 1.0, 0.37027, 0.644595, 0.42162, 1
0.82061, 0.507015, 0.67073, 0.487805, 0.763755, 0.51733, 0.59756, 0.560975, 0.716565, 0.523775, 0.609755, 0.52439, 0.64634, 0.5, 0.682925, 0.5, 0.658535, 0.536585, 0.634145, 0.560975, 0.61849, 0.529065, 0.609755, 0.54878, 0.59652, 0.528205, 0.58705, 0.52752, 0.59756, 0.5, 0.585365, 0.536585, 0
1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 0.36111, 0.5, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 1
0.67347, 0.60204, 0.734695, 0.62245, 0.70408, 0.60204, 0.734695, 0.72449, 0.65306, 0.79592, 0.561225, 0.77551, 0.5, 0.7551, 0.46939, 0.77551, 0.39796, 0.77551, 0.357145, 0.72449, 0.357145, 0.663265, 0.19388, 0.612245, 0.267105, 0.574475, 0.20408, 0.591835, 0.32653, 0.5, 0.367345, 0.37755, 0
0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 0.37329, 1.0, 0.61644, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 1.0, 1.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 1.0, 0.0, 0.5, 0.5, 1
0.94853, 0.691175, 0.95588, 0.6875, 0.871325, 0.838235, 0.72794, 0.889705, 0.59559, 0.944855, 0.48897, 0.930145, 0.39706, 0.911765, 0.3125, 0.838235, 0.25, 0.73897, 0.132355, 0.691175, 0.069855, 0.54412, 0.128675, 0.4375, 0.160375, 0.379345, 0.224265, 0.286765, 0.27941, 0.246325, 0.35662, 0.21691, 0
0.0, 0.640525, 0.61111, 0.575165, 0.121535, 0.14508, 0.346405, 0.85621, 0.0, 1.0, 0.091505, 0.669935, 0.104575, 0.48693, 0.009805, 0.084965, 0.199345, 0.22876, 0.477125, 0.084965, 0.97059, 0.02941, 0.0, 0.284315, 0.871925, 0.54588, 0.0, 0.526145, 0.591505, 0.51307, 0.298995, 0.258795, 1
0.633335, 0.45, 0.766665, 0.5, 0.666665, 0.433335, 0.683335, 0.558335, 0.783335, 0.508335, 0.858335, 0.541665, 0.85, 0.466665, 0.766665, 0.6, 0.708335, 0.491665, 0.658335, 0.6, 0.85, 0.5, 0.625, 0.566665, 0.73107, 0.527195, 0.7, 0.516665, 0.733335, 0.516665, 0.708335, 0.475, 0
0.366665, 0.7, 0.363485, 0.560795, 0.41111, 0.47778, 0.53096, 0.465605, 0.522305, 0.512875, 0.495575, 0.51363, 0.49207, 0.49917, 0.499535, 0.495585, 0.50235, 0.499235, 0.50069, 0.50119, 0.49943, 0.50051, 0.499655, 0.49975, 0.500095, 0.499785, 0.50013, 0.500025, 0.5, 0.500075, 0.49996, 0.50001, 1
1.0, 0.31081, 0.824325, 0.64865, 0.824325, 0.37838, 0.93243, 0.594595, 1.0, 0.364865, 0.756755, 0.5, 0.81081, 0.472975, 0.66216, 0.39189, 0.859165, 0.41167, 0.81081, 0.527025, 0.87838, 0.56757, 0.675675, 0.35135, 0.805155, 0.389185, 0.79239, 0.384865, 0.864865, 0.202705, 0.756755, 0.37838, 0
0.972655, 0.48242, 0.0, 0.333985, 0.0, 0.492185, 0.98633, 0.50586, 0.966795, 0.490235, 0.0, 0.58203, 0.0, 0.498045, 0.976565, 0.48242, 0.96094, 0.48633, 0.003905, 0.558595, 0.033205, 0.67383, 0.978515, 0.498045, 0.910205, 0.56879, 0.95117, 0.466795, 0.0, 0.40625, 0.0, 0.328125, 1
0.97601, 0.51127, 0.968785, 0.49364, 0.96763, 0.50607, 0.983525, 0.49133, 0.98468, 0.5026, 0.978325, 0.48468, 0.9763, 0.497975, 0.9974, 0.486705, 0.998845, 0.50896, 0.96792, 0.475145, 0.969075, 0.48815, 0.98526, 0.477745, 0.981075, 0.491765, 0.986995, 0.50954, 0.97717, 0.48295, 0.97919, 0.504045, 0
1.0, 0.472355, 1.0, 0.0, 0.75, 0.444445, 0.680555, 0.38889, 1.0, 0.37144, 0.583335, 0.444445, 1.0, 0.3267, 1.0, 0.305735, 1.0, 0.28569, 0.5, 0.375, 1.0, 0.248335, 1.0, 0.36111, 1.0, 0.21454, 1.0, 0.36111, 1.0, 0.18422, 1.0, 0.170325, 1
0.65517, 0.448275, 0.62069, 0.448275, 0.60345, 0.465515, 0.537025, 0.472845, 0.518245, 0.481555, 0.508535, 0.488085, 0.503705, 0.49259, 0.501405, 0.495535, 0.50039, 0.497385, 0.499985, 0.498505, 0.49986, 0.49917, 0.499845, 0.49955, 0.499875, 0.49976, 0.49991, 0.49988, 0.49994, 0.49994, 0.49996, 0.49997, 0
0.813725, 0.460785, 0.862745, 0.5, 0.80392, 0.460785, 0.813725, 0.441175, 0.843135, 0.441175, 0.833335, 0.431375, 0.82353, 0.45098, 0.77451, 0.441175, 0.77451, 0.392155, 0.79412, 0.40196, 0.833335, 0.382355, 0.72549, 0.37255, 0.762045, 0.37666, 0.784315, 0.343135, 0.715685, 0.392155, 0.735295, 0.362745, 1
0.625, 0.583335, 0.733335, 0.633335, 0.59518, 0.61983, 0.53883, 0.599695, 0.50535, 0.57461, 0.488165, 0.55094, 0.481575, 0.531585, 0.48117, 0.51729, 0.48385, 0.50766, 0.48763, 0.501785, 0.49137, 0.498635, 0.494515, 0.497305, 0.496895, 0.49707, 0.49853, 0.4974, 0.499555, 0.49796, 0.500125, 0.498545, 0
